Param_ProductId,Param_ProdPrice,Param_CrossRefId
1003840003,174.83,727602371887
1003840003,148.83,727602371887
1003840002,299,727602371870
1003840002,199.93,727602371870
1003840002,174.83,727602371870
1003840002,148.83,727602371870
1003840005,299,727602371771
1003840005,199.93,727602371771
1003840005,174.83,727602371771
1003840005,148.83,727602371771
1002670004,27.93,603731658597
1002670004,27.93,603731658818
1003840011,299,727602371832
1003840011,199.93,727602371832
1003840011,174.83,727602371832
1003840011,148.83,727602371832
1002560001,47.73,47297919110
1003840010,299,727602371825
1003840010,199.93,727602371825
1003840010,174.83,727602371825
1003840010,148.83,727602371825
1000910005,38.73,785146555088
1000500004,99,889586525325
1000500004,68.93,889586525325
1000540001,1499,849799004833
1000540001,1198.93,849799004833
1000630003,17.93,41604299193
1000590001,50,41604288722
1000620002,14.93,41604295614
1000710002,34.73,715757450571
1000710002,17.73,715757450571
1003700021,59.73,41969493212
1003700021,29.73,41969493212
1003710001,135,606891048789
1003810011,59.73,41969492116
1003810011,29.73,41969492116
1003150001,38.83,849872041373
1003160001,6.83,410031600016
1001010003,28.73,785146476376
1000140007,41.73,810418021692
1000140007,24.73,810418021692
1000140008,41.73,810418021708
1000140008,24.73,810418021708
1001330001,13,707708060007
1004120001,14.95,75536300504
1004120001,15.95,75536300504
1004080010,24.73,90641181039
1001320010,51.95,871836000843
1000120011,54.73,810418027052
1004180001,899.95,790628036313
1004070004,21.73,90641181220
1004070007,21.73,90641181428
1004070010,21.73,90641181459
1003380025,31.73,90641353238
1001460001,999.95,759239293225
1003380037,31.73,90641353351
1001510001,699.95,759239286791
1003380041,31.73,90641353399
1003540013,85.73,887850504816
1003540012,85.73,887850504809
1002370001,78,845823035194
1000790006,32.73,785146534601
1003550001,49.73,887850508524
1003550001,24.73,887850508524
1003550011,49.73,887850508623
1003550011,24.73,887850508623
1000800005,20.73,785146524527
1003550012,49.73,887850508630
1003550012,24.73,887850508630
1000800010,20.73,785146524077
1002590001,39.73,47297918014
1002650001,55.93,603731629986
1002650001,39.83,603731629986
1002650002,55.93,603731629948
1002650002,39.83,603731629948
1003830001,25,753759143244
1002660001,119.95,603731634614
1002660001,119.95,603731634614
1000850001,0.93,410008500011
1003840007,299,727602371795
1003840007,199.93,727602371795
1003840007,174.83,727602371795
1003840007,148.83,727602371795
1000880001,60,4712805985210
1000880001,60,4712805991389
1000910001,38.73,785146555132
1000920002,28.73,785146476642
1000630002,17.93,41604297571
1000630004,17.93,41604299209
1000560001,1599,849799004925
1000560001,1278.93,849799004925
1003800001,19.95,9781597752237
1000720001,23.73,715757373023
1000720001,11.73,715757373023
1003810003,59.73,41969492031
1003810003,29.73,41969492031
1003700024,59.73,41969493243
1003700024,29.73,41969493243
1003730004,129,606891015989
1003730002,129,606891015965
1002500001,49.95,715757527006
1003150004,38.83,849872041403
1002980003,85,815414020045
1003680009,144.73,41969493915
1003000001,41.83,813148027811
1003000002,41.83,813148027828
1003020001,13.83,849872026899
1002770001,22.83,603731686620
1002770003,22.83,603731685647
1003690006,59.73,41969496640
1003200006,24.73,790740055339
1003110002,17.83,849872036980
1004460011,22.73,806434000223
1000760001,34.73,715757307332
1000240004,41.83,813148029525
1000300002,129.95,858941006342
1000300002,129.95,859555005288
1000310001,69.95,793661288534
1001010001,28.73,785146476284
1004450002,44.73,806434011007
1004450002,22.73,806434011007
1001010004,28.73,785146507605
1000140003,41.73,810418021654
1000140003,24.73,810418021654
1000140002,41.73,810418021647
1000140002,24.73,810418021647
1001350001,20,707708317675
1000140014,41.73,810418021760
1000140014,24.73,810418021760
1004080007,24.73,90641181008
1004080009,24.73,90641181022
1001320014,51.95,871836001130
1004170001,799.95,790628036306
1004060012,51.73,90641348760
1004070003,21.73,90641181213
1003380029,31.73,90641353276
1001560001,14.95,749717915084
1003380032,31.73,90641353306
1003380038,31.73,90641353368
1003380035,31.73,90641353337
1003380044,31.73,90641353429
1001600001,41.83,813148028788
1004460006,44.73,806434000179
1004460006,22.73,806434000179
1000730001,29.73,715757484255
1000730001,14.73,715757484255
1000790008,32.73,785146534663
1000790010,32.73,785146534724
1000240003,41.83,813148029518
1003550006,49.73,887850508579
1003550006,24.73,887850508579
1003820007,89.73,41969511992
1003820006,89.73,41969511985
1002470002,7.95,7331423008476
1002480001,2.95,7331423003815
1002660004,119.95,603731634676
1002660004,119.95,603731634676
1003820013,89.73,41969512050
1002640001,96.73,47297364118
1003840008,299,727602371801
1003840008,199.93,727602371801
1003840008,174.83,727602371801
1003840008,148.83,727602371801
1002550001,64.73,47297929416
1000900001,34,840302013175
1000600001,349.95,858941006281
1000600001,349.95,859555005257
1000510002,1349,849799005427
1000620005,14.93,41604299254
1000570001,150,41604288593
1000650002,22.95,90497258657
1000650002,18.29,90497258657
1000700001,6.95,410007000017
1003790001,4.93,9780991578474
1003790001,1.83,9780991578474
1003700026,59.73,41969493267
1003700026,29.73,41969493267
1003810007,59.73,41969492079
1003810007,29.73,41969492079
1003820004,89.73,41969511961
1003740003,129,606891016023
1003730003,129,606891015972
1003170001,99.95,76501382822
1003180001,119.95,76501380132
1002980001,62.93,815414020021
1002990003,41.83,813148027712
1003190006,24.73,790740366305
1003190006,12.73,790740366305
1003190008,24.73,790740366329
1003190008,12.73,790740366329
1003200003,24.73,790740367265
1003680011,144.73,41969493939
1003680012,144.73,41969493946
1003000003,41.83,813148027835
1003100002,39.95,762894034737
1002790001,634.93,603403200666
1002800001,470.93,836430004956
1002800001,629,836430004956
1003200008,24.73,790740055384
1003690011,59.73,41969496695
1002850001,820.93,603403360926
1002870003,62,849872040055
1003220006,89.5,889667886062
1003140001,38.83,849872032371
1003700008,59.73,41969493632
1003700008,29.73,41969493632
1003700007,59.73,41969493625
1003700007,29.73,41969493625
1003350019,44,849872042967
1003700015,59.73,41969493113
1003700015,29.73,41969493113
1003700019,59.73,41969493199
1003700019,29.73,41969493199
1003700017,59.73,41969493151
1003700017,29.73,41969493151
1003310002,48.83,849872042691
1000480001,1.95,90497705410
1003320004,38.83,849872041618
1004730002,29.73,886745380894
1004730002,14.73,886745380894
1003330003,53.83,849872041755
1000470001,96.73,410004700019
1004730004,29.73,886745380917
1004730004,14.73,886745380917
1004740003,31.73,886745374855
1004740003,18.73,886745374855
1003600001,49.73,887850308322
1003600001,24.73,887850308322
1003600006,49.73,887850308407
1003600006,24.73,887850308407
1003600008,49.73,887850487119
1003600008,24.73,887850487119
1003600011,49.73,887850487164
1003600011,24.73,887850487164
1003660006,59.73,41969509876
1003660005,59.73,41969509869
1003660014,59.73,41969509951
1003660012,59.73,41969509937
1003670001,59.73,41969491713
1003670001,29.73,41969491713
1003660016,59.73,41969509975
1003370004,72,849872043315
1003370002,72,849872043292
1003370009,35.83,849872043360
1003880005,49.95,410038800051
1003880007,49.95,410038800075
1000120003,54.73,810418026970
1000120004,54.73,810418026987
1004040011,24.73,90641350558
1004040011,14.73,90641350558
1004040010,24.73,90641350541
1004040010,14.73,90641350541
1002690004,23.93,603731651369
1002690004,16.83,603731651369
1003850007,148.83,727602373041
1003850012,148.83,727602373096
1004050009,44.73,90641350053
1004050009,22.73,90641350053
1004060001,51.73,90641348654
1004060002,51.73,90641348661
1000160018,78.83,410001600183
1000990003,20.73,785146542279
1000990005,20.73,785146542293
1001030004,21.95,810497021606
1001030001,21.95,810497021590
1000140011,41.73,810418021739
1000140011,24.73,810418021739
1000140010,41.73,810418021722
1000140010,24.73,810418021722
1004140001,53.83,849872046064
1001320003,51.95,871836009037
1000140013,41.73,810418021753
1000140013,24.73,810418021753
1001320011,51.95,871836001161
1004080011,24.73,90641181046
1004060008,51.73,90641348722
1003460001,51.73,90641280893
1004070005,21.73,90641181404
1004070009,21.73,90641181442
1004080001,24.73,90641180919
1001430001,999.95,759239292846
1003380030,31.73,90641353283
1001530001,1099.95,759239287064
1003380039,31.73,90641353375
1002350002,5.95,845823035101
1002350001,5.95,845823035125
1002350006,5.95,845823035149
1002380001,14.95,845823035156
1003540011,85.73,887850504793
1002420001,36.95,845823031295
1000800003,20.73,785146524466
1000800007,20.73,785146523988
1000800008,20.73,785146524015
1000810001,2.93,410008100013
1002620001,94.73,47297928945
1002620001,69.73,47297928945
1002620001,41.73,47297928945
1002490002,7.95,7331423008551
1002660003,119.95,603731634652
1002660003,119.95,603731634652
1003840004,299,727602371894
1003840004,199.93,727602371894
1003840004,174.83,727602371894
1003840004,148.83,727602371894
1002530001,11.73,47297915358
1002530001,7.73,47297915358
1000870001,110,4712805985319
1000870001,110,4712805991501
1000860001,130,4712805991280
1000860001,130,4712805985128
1000500003,99,889586525073
1000500003,68.93,889586525073
1000910009,38.73,785146555125
1000920003,28.73,785146476673
1000530001,1299,849799005298
1000530001,1038.93,849799005298
1000660001,6.83,410006600010
1000680001,6.95,410006800014
1003810005,59.73,41969492055
1003810005,29.73,41969492055
1003810004,59.73,41969492048
1003810004,29.73,41969492048
1003820003,89.73,41969511954
1003710002,135,606891048796
1003750001,499.95,776324535428
1003150002,38.83,849872041380
1003200002,24.73,790740367258
1003200001,24.73,790740367241
1002990004,62.93,813148027729
1003680010,144.73,41969493922
1002760004,79.95,603731436065
1003030001,38.93,836623012263
1003030001,29.93,836623012263
1003070001,37.95,762894034997
1003530004,86.73,887850490171
1003530008,86.73,887850490218
1003530010,86.73,887850490232
1001890003,76.93,889586539186
1001890003,54.83,889586539186
1001900001,5,17971105214
1001890004,76.93,889586539544
1001890004,54.83,889586539544
1001890006,76.93,889586540045
1001890006,54.83,889586540045
1003620012,98.83,410036200129
1003620010,199,410036200105
1003620010,149.93,410036200105
1003620010,98.83,410036200105
1001890012,76.93,889586513681
1001890012,54.83,889586513681
1003630002,249,410036300027
1003630002,179.93,410036300027
1003630002,148.83,410036300027
1003630002,123.83,410036300027
1003630004,249,410036300041
1003630004,179.93,410036300041
1003630004,148.83,410036300041
1003630004,123.83,410036300041
1003380006,31.73,90641353047
1003420002,49.95,715757526993
1002920001,149.93,7613276853794
1002920001,118.83,7613276853794
1003380011,31.73,90641353092
1002920011,199,7613276853732
1002920011,148.93,7613276853732
1002920011,118.83,7613276853732
1002920013,199,7613276853756
1002920013,148.93,7613276853756
1002920013,118.83,7613276853756
1001970004,135.73,4047761318179
1001970007,135.73,4047761318261
1001060009,42.95,810497022641
1001060009,32.19,810497022641
1000130002,41.73,810418020220
1000130002,24.73,810418020220
1000130009,41.73,810418020299
1000130009,24.73,810418020299
1000130006,41.73,810418020268
1000130006,24.73,810418020268
1004030008,31.73,90641337665
1004030008,15.73,90641337665
1001080004,27.95,410010800048
1004040005,24.73,90641350480
1004040005,14.73,90641350480
1004040003,24.73,90641350466
1004040003,14.73,90641350466
1000930002,29.73,785146352267
1003470008,44.73,90641376091
1003470008,22.73,90641376091
1000950001,30.73,785146511893
1000950001,15.73,785146511893
1003470009,44.73,90641376107
1003470009,22.73,90641376107
1003670010,59.73,410036700100
1003670010,29.73,410036700100
1003670008,59.73,410036700087
1003670008,29.73,410036700087
1004450008,44.73,806434011069
1004450008,22.73,806434011069
1003430004,64.73,90641276162
1003430004,32.73,90641276162
1003590003,29.73,887850319564
1003590003,14.73,887850319564
1003590002,29.73,887850319540
1003590002,14.73,887850319540
1003680007,144.73,41969493892
1003590008,29.73,887850322755
1003590008,14.73,887850322755
1003530007,86.73,887850490201
1003530009,86.73,887850490225
1003530003,86.73,887850490164
1002730002,27.93,603731662303
1002750001,29.93,603731698166
1002750003,29.93,603731695585
1001910001,34.73,790740366619
1003620003,199,410036200037
1003620003,149.93,410036200037
1003620003,98.83,410036200037
1003620011,98.83,410036200112
1003630006,249,410036300065
1003630006,179.93,410036300065
1003630006,148.83,410036300065
1003630006,123.83,410036300065
1003380051,31.73,90641353498
1003420001,49.95,715757526986
1002910002,106.83,7613276966920
1002910002,88.83,7613276966920
1003430005,64.73,90641276179
1003430005,32.73,90641276179
1002920002,149.93,7613276853800
1002920002,118.83,7613276853800
1002920006,199,7613276857730
1002920006,148.93,7613276857730
1002920006,118.83,7613276857730
1002920012,199,7613276853749
1002920012,148.93,7613276853749
1002920012,118.83,7613276853749
1001970003,135.73,4047761318148
1001970015,135.73,4047761318155
1000120009,54.73,810418027038
1000130004,41.73,810418020244
1000130004,24.73,810418020244
1000130007,41.73,810418020275
1000130007,24.73,810418020275
1001070001,59.95,810497023310
1001070001,44.89,810497023310
1004030003,31.73,90641337610
1004030003,15.73,90641337610
1004030009,31.73,90641337672
1004030009,15.73,90641337672
1004040004,24.73,90641350473
1004040004,14.73,90641350473
1004040008,24.73,90641350527
1004040008,14.73,90641350527
1003470003,44.73,90641376046
1003470003,22.73,90641376046
1003470002,44.73,90641376039
1003470002,22.73,90641376039
1000950005,30.73,785146541869
1000950005,15.73,785146541869
1004440003,96.93,410044400030
1004440003,58.83,410044400030
1004450005,44.73,806434011038
1004450005,22.73,806434011038
1003670007,59.73,410036700070
1003670007,29.73,410036700070
1003680002,144.73,41969493847
1003430007,64.73,90641276193
1003430007,32.73,90641276193
1004450016,44.73,806434011144
1004450016,22.73,806434011144
1003680006,144.73,41969493885
1003590010,29.73,887850322786
1003590010,14.73,887850322786
1004450022,44.73,806434011205
1004450022,22.73,806434011205
1000720003,23.73,715757422936
1000720003,11.73,715757422936
1001970024,135.73,4047761317974
1004460009,44.73,806434000209
1004460009,22.73,806434000209
1000240002,41.83,813148029501
1001970036,135.73,4047761317950
1003590009,29.73,887850322762
1003590009,14.73,887850322762
1000730002,29.73,715757484279
1000730002,14.73,715757484279
1000740001,20.73,715757450649
1001970026,135.73,4047761318100
1004460010,44.73,806434000216
1004460010,22.73,806434000216
1000250003,74.93,813148029877
1000790001,32.73,785146517260
1000290001,79.95,410002900015
1000300001,129.95,858941006335
1000300001,129.95,859555005271
1001020004,41.73,785146507575
1001030002,21.95,810497021620
1000140001,41.73,810418021630
1000140001,24.73,810418021630
1000130031,41.73,810418022880
1000130031,24.73,810418022880
1004080003,24.73,90641180933
1001320005,51.95,871836009013
1000140016,41.73,810418021784
1000140016,24.73,810418021784
1001320007,51.95,871836000874
1001360003,29.95,810497021514
1001360003,22.39,810497021514
1000930004,29.73,785146352328
1004060009,51.73,90641348739
1004060011,51.73,90641348753
1001580001,14.95,749717915060
1001590001,14.95,749717915053
1003570013,41.73,410035700132
1003570013,20.73,410035700132
1001440001,999.95,759239292952
1001600003,41.83,813148028801
1002320001,8.5,845823031226
1002350003,5.95,845823035095
1002350008,5.95,845823035118
1000790009,32.73,785146534694
1003550004,49.73,887850508555
1003550004,24.73,887850508555
1003550009,49.73,887850508609
1003550009,24.73,887850508609
1000800002,20.73,785146524435
1002470001,7.95,7331423009039
1002460001,34.95,7331423009985
1002460001,25.93,7331423009985
1002460001,16.93,7331423009985
1003820010,89.73,41969512029
1003820012,89.73,41969512043
1003840006,299,727602371788
1003840006,199.93,727602371788
1003840006,174.83,727602371788
1003840006,148.83,727602371788
1002520001,14.73,47297915365
1002670003,27.93,603731658429
1002670003,27.93,603731658481
1000840001,2.5,410008400014
1000500001,68.93,889586496151
1000910003,38.73,785146555163
1000510001,1349,849799005403
1000910006,38.73,785146555095
1000640003,21.93,41604299186
1000610001,31.93,41604295676
1000620001,14.93,41604295607
1000690001,4.95,410006900011
1003820001,89.73,41969511930
1003820002,89.73,41969511947
1003720002,1295,606891047164
1003710003,135,606891048802
1003190002,24.73,790740366251
1003190002,12.73,790740366251
1003190004,24.73,790740366275
1003190004,12.73,790740366275
1003200004,24.73,790740367272
1003200005,24.73,790740055346
1003680013,144.73,41969493953
1002760006,79.95,603731435716
1003100001,39.95,762894034744
1003690004,59.73,41969496626
1003060001,12.73,17971079003
1003690009,59.73,41969496671
1003210001,53.83,849872044688
1003220001,61.93,889667349048
1002810001,583.93,836430004987
1002810001,779,836430004987
1003350002,21.83,849872043049
1003350007,21.83,849872042998
1003140002,38.83,849872032388
1003350009,14.83,849872043018
1003350014,44,849872042912
1003350016,44,849872042936
1003700013,59.73,41969493687
1003700013,29.73,41969493687
1003700016,59.73,41969493120
1003700016,29.73,41969493120
1003310005,48.83,849872042721
1004710003,19.73,886745374503
1001310003,51.95,871836009082
1000370001,122.73,410003700010
1000420001,64.73,410004200014
1004740001,31.73,886745374831
1004740001,18.73,886745374831
1001690001,139.95,3342540104358
1004730005,29.73,886745380924
1004730005,14.73,886745380924
1001700001,249.95,3342540104402
1003600003,49.73,887850308346
1003600003,24.73,887850308346
1003600005,49.73,887850308384
1003600005,24.73,887850308384
1001610004,41.83,813148025695
1003650005,189,410036500052
1003650005,139.93,410036500052
1003610001,31.83,7330033904000
1002400001,189.95,845823035200
1003560006,64.73,887850301101
1003560006,32.73,887850301101
1003570005,41.73,80694284238
1003570005,20.73,80694284238
1003570009,41.73,410035700095
1003570009,20.73,410035700095
1003350020,44,849872042974
1000110001,99.95,410001100010
1000010020,125,631411499963
1003880004,49.95,410038800044
1000070001,44.93,410000700013
1003370010,35.83,849872043377
1003380004,31.73,90641353023
1003890005,49.95,410038900058
1003840013,299,727602371856
1003840013,199.93,727602371856
1003840013,174.83,727602371856
1003840013,148.83,727602371856
1004040013,24.73,90641350572
1004040013,14.73,90641350572
1004050001,44.73,90641349972
1004050001,22.73,90641349972
1002690007,23.93,603731651321
1002690007,16.83,603731651321
1002700002,32.93,603731673941
1002700002,23.83,603731673941
1002700003,32.93,603731676447
1002700003,23.83,603731676447
1000160009,78.83,410001600091
1000160009,78.83,410001600091
1000160014,78.83,410001600145
1000160014,78.83,410001600145
1000770002,34.73,715757289706
1000790003,32.73,785146517321
1000320001,28,851150002211
1001000003,58.73,785146354759
1001020003,41.73,785146507544
1000130032,41.73,810418022897
1000130032,24.73,810418022897
1000140005,41.73,810418021678
1000140005,24.73,810418021678
1000140009,41.73,810418021715
1000140009,24.73,810418021715
1004080005,24.73,90641180988
1001320004,51.95,871836009020
1001320008,51.95,871836000867
1001320012,51.95,871836001154
1001320015,51.95,871836001123
1001360002,29.95,810497023181
1001360002,22.39,810497023181
1003590004,29.73,887850319571
1003590004,14.73,887850319571
1004060010,51.73,90641348746
1003470001,44.73,90641376022
1003470001,22.73,90641376022
